date,home_team,away_team,team,scorer,minute
3/25/2021,Italy,Northern Ireland,Italy,Ciro Immobile,39
3/25/2021,Liechtenstein,Armenia,Armenia,Noah Frommelt,83
3/25/2021,Moldova,Faroe Islands,Moldova,Ion Nicolaescu,9
3/25/2021,Moldova,Faroe Islands,Faroe Islands,Meinhard Olsen,83
3/25/2021,Panama,Barbados,Panama,Jair Catuy,82
3/25/2021,Romania,North Macedonia,Romania,Florin Tănase,28
3/25/2021,Romania,North Macedonia,Romania,Valentin Mihăilă,50
3/25/2021,Romania,North Macedonia,North Macedonia,Arijan Ademi,82
3/25/2021,Romania,North Macedonia,North Macedonia,Aleksandar Trajkovski,83
3/25/2021,Romania,North Macedonia,Romania,Ianis Hagi,86
3/25/2021,Scotland,Austria,Austria,"Saša Kalajdžić",55
3/25/2021,Scotland,Austria,Scotland,Grant Hanley,71
3/25/2021,Scotland,Austria,Austria,"Saša Kalajdžić",80
3/25/2021,Scotland,Austria,Scotland,John McGinn,85
3/25/2021,Spain,Greece,Spain,Álvaro Morata,33
3/25/2021,Spain,Greece,Greece,Tasos Bakasetas,57
3/25/2021,Sweden,Georgia,Sweden,Viktor Claesson,35
3/25/2021,Tajikistan,Mongolia,Tajikistan,Manuchekhr Dzhalilov,4
3/25/2021,Tajikistan,Mongolia,Tajikistan,Alisher Dzhalilov,50
3/25/2021,Tajikistan,Mongolia,Tajikistan,Shahrom Samiev,87
3/25/2021,Trinidad and Tobago,Guyana,Trinidad and Tobago,Levi García,7
3/25/2021,Trinidad and Tobago,Guyana,Trinidad and Tobago,Sheldon Bateau,15
3/25/2021,Trinidad and Tobago,Guyana,Trinidad and Tobago,Ryan Telfer,44
3/27/2021,Anguilla,Dominican Republic,Dominican Republic,Dorny Romero,22
3/27/2021,Anguilla,Dominican Republic,Dominican Republic,Nowend Lorenzo,25
3/27/2021,Anguilla,Dominican Republic,Dominican Republic,Dorny Romero,27
3/27/2021,Anguilla,Dominican Republic,Dominican Republic,Nowend Lorenzo,46
3/27/2021,Anguilla,Dominican Republic,Dominican Republic,Domingo Peralta,66
3/27/2021,Anguilla,Dominican Republic,Dominican Republic,Luis Espinal,75
3/27/2021,Aruba,Suriname,Suriname,Nigel Hasselbaink,19
3/27/2021,Aruba,Suriname,Suriname,Francois Croes,27
3/27/2021,Aruba,Suriname,Suriname,Nigel Hasselbaink,37
3/27/2021,Aruba,Suriname,Suriname,Nigel Hasselbaink,55
3/27/2021,Aruba,Suriname,Suriname,Florian Jozefzoon,70
3/27/2021,Aruba,Suriname,Suriname,Roland Alberg,74
3/27/2021,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Keithroy Freeman,25
3/27/2021,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Rowan Liburd,53
3/27/2021,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Keithroy Freeman,65
3/27/2021,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Omari Sterling-James,82
3/27/2021,Belarus,Estonia,Estonia,Henri Anier,31
3/27/2021,Belarus,Estonia,Belarus,Vitaly Lisakovich,45
3/27/2021,Belarus,Estonia,Estonia,Henri Anier,55
3/27/2021,Belarus,Estonia,Belarus,Yury Kendysh,64
3/27/2021,Belarus,Estonia,Belarus,Pavel Savitsky,81
3/27/2021,Belarus,Estonia,Belarus,Vitaly Lisakovich,83
3/27/2021,British Virgin Islands,Guatemala,Guatemala,Darwin Lom,21
3/27/2021,British Virgin Islands,Guatemala,Guatemala,"Moisés Hernández",44
3/27/2021,British Virgin Islands,Guatemala,Guatemala,Robin Betancourth,81
3/27/2021,Croatia,Cyprus,Croatia,"Mario Pašalić",40
3/27/2021,Czech Republic,Belgium,Czech Republic,"Lukáš Provod",50
3/27/2021,Czech Republic,Belgium,Belgium,Romelu Lukaku,60
3/27/2021,Montenegro,Gibraltar,Montenegro,Fatos Bećiraj,25
3/27/2021,Montenegro,Gibraltar,Gibraltar,Reece Styche,30
3/27/2021,Montenegro,Gibraltar,Montenegro,Marko Simić,43
3/27/2021,Montenegro,Gibraltar,Montenegro,"Žarko Tomašević",53
3/27/2021,Montenegro,Gibraltar,Montenegro,Stevan Jovetić,80
3/27/2021,Netherlands,Latvia,Netherlands,Steven Berghuis,32
3/27/2021,Netherlands,Latvia,Netherlands,Luuk de Jong,69
3/27/2021,Norway,Turkey,Turkey,Ozan Tufan,4
3/27/2021,Norway,Turkey,Turkey,Çağlar Söyüncü,28
3/27/2021,Norway,Turkey,Turkey,Ozan Tufan,59
3/27/2021,Republic of Ireland,Luxembourg,Luxembourg,Gerson Rodrigues,85
3/27/2021,Russia,Slovenia,Russia,Artem Dzyuba,26
3/27/2021,Russia,Slovenia,Russia,Artem Dzyuba,35
3/27/2021,Russia,Slovenia,Slovenia,Josip Iličić,36
3/27/2021,Serbia,Portugal,Portugal,Diogo Jota,11
3/27/2021,Serbia,Portugal,Portugal,Diogo Jota,36
3/27/2021,Serbia,Portugal,Serbia,Aleksandar Mitrović,46
3/27/2021,Serbia,Portugal,Serbia,Filip Kostić,60
3/27/2021,Slovakia,Malta,Malta,Luke Gambin,16
3/27/2021,Slovakia,Malta,Malta,Alexander Satariano,20
3/27/2021,Slovakia,Malta,Slovakia,David Strelec,49
3/27/2021,Slovakia,Malta,Slovakia,Milan Škriniar,53
3/27/2021,Turks and Caicos Islands,Nicaragua,Nicaragua,Juan Barrera,3
3/27/2021,Turks and Caicos Islands,Nicaragua,Nicaragua,Ariagner Smith,8
3/27/2021,Turks and Caicos Islands,Nicaragua,Nicaragua,Ariagner Smith,45
3/27/2021,Turks and Caicos Islands,Nicaragua,Nicaragua,Marvin Fletes,46
3/27/2021,Turks and Caicos Islands,Nicaragua,Nicaragua,Juan Barrera,59
3/27/2021,Turks and Caicos Islands,Nicaragua,Nicaragua,Dshon Forbes,78
3/27/2021,Turks and Caicos Islands,Nicaragua,Nicaragua,Matias Belli Moldskred,87
3/27/2021,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,Peter Byers,26
3/27/2021,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,Quinton Griffith,34
3/27/2021,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,Quinton Griffith,42
3/28/2021,Albania,England,England,Harry Kane,38
3/28/2021,Albania,England,England,Mason Mount,63
3/28/2021,Armenia,Iceland,Armenia,Tigran Barseghyan,53
3/28/2021,Armenia,Iceland,Armenia,Khoren Bayramyan,74
3/28/2021,Austria,Faroe Islands,Faroe Islands,Sonni Nattestad,19
3/28/2021,Austria,Faroe Islands,Austria,Aleksandar Dragović,30
3/28/2021,Austria,Faroe Islands,Austria,Christoph Baumgartner,37
3/28/2021,Austria,Faroe Islands,Austria,"Saša Kalajdžić",44
3/28/2021,Bulgaria,Italy,Italy,Andrea Belotti,43
3/28/2021,Bulgaria,Italy,Italy,Manuel Locatelli,83
3/28/2021,Cuba,Curaçao,Curaçao,Leandro Bacuna,11
3/28/2021,Cuba,Curaçao,Cuba,"Onel Hernández",27
3/28/2021,Cuba,Curaçao,Curaçao,Charlison Benschop,44
3/28/2021,Denmark,Moldova,Denmark,Kasper Dolberg,19
3/28/2021,Denmark,Moldova,Denmark,Mikkel Damsgaard,22
3/28/2021,Denmark,Moldova,Denmark,Mikkel Damsgaard,29
3/28/2021,Denmark,Moldova,Denmark,Jens Stryger Larsen,35
3/28/2021,Denmark,Moldova,Denmark,Mathias Jensen,39
3/28/2021,Denmark,Moldova,Denmark,Kasper Dolberg,48
3/28/2021,Denmark,Moldova,Denmark,Robert Skov,81
3/28/2021,Denmark,Moldova,Denmark,Marcus Ingvartsen,89
3/28/2021,Dominica,Panama,Panama,Briel Thomas,28
3/28/2021,Dominica,Panama,Dominica,Audel Laville,82
3/28/2021,Dominica,Panama,Panama,José Fajardo,85
3/28/2021,Georgia,Spain,Georgia,Khvicha Kvaratskhelia,44
3/28/2021,Georgia,Spain,Spain,Ferran Torres,56
3/28/2021,Georgia,Spain,Spain,Dani Olmo,90
3/28/2021,Israel,Scotland,Israel,Dor Peretz,44
3/28/2021,Israel,Scotland,Scotland,Ryan Fraser,56
3/28/2021,Kazakhstan,France,France,Ousmane Dembélé,19
3/28/2021,Kazakhstan,France,France,Serhiy Malyi,44
3/28/2021,Kosovo,Sweden,Sweden,Ludwig Augustinsson,12
3/28/2021,Kosovo,Sweden,Sweden,Alexander Isak,35
3/28/2021,Kosovo,Sweden,Sweden,Sebastian Larsson,70
3/28/2021,Montserrat,El Salvador,El Salvador,David Rugamas,4
3/28/2021,Montserrat,El Salvador,Montserrat,Lyle Taylor,89
3/28/2021,North Macedonia,Liechtenstein,North Macedonia,Enis Bardhi,7
3/28/2021,North Macedonia,Liechtenstein,North Macedonia,Aleksandar Trajkovski,51
3/28/2021,North Macedonia,Liechtenstein,North Macedonia,Aleksandar Trajkovski,54
3/28/2021,North Macedonia,Liechtenstein,North Macedonia,Elif Elmas,62
3/28/2021,North Macedonia,Liechtenstein,North Macedonia,Ilija Nestorovski,82
3/28/2021,Poland,Andorra,Poland,Robert Lewandowski,30
3/28/2021,Poland,Andorra,Poland,Robert Lewandowski,55
3/28/2021,Poland,Andorra,Poland,Karol Świderski,88
3/28/2021,Puerto Rico,Trinidad and Tobago,Trinidad and Tobago,Joevin Jones,54
3/28/2021,Puerto Rico,Trinidad and Tobago,Puerto Rico,Ricardo Rivera,72
3/28/2021,Romania,Germany,Germany,Serge Gnabry,17
3/28/2021,San Marino,Hungary,Hungary,"Ádám Szalai",13
3/28/2021,San Marino,Hungary,Hungary,Roland Sallai,71
3/28/2021,San Marino,Hungary,Hungary,Nemanja Nikolić,88
3/28/2021,Switzerland,Lithuania,Switzerland,Xherdan Shaqiri,2
3/28/2021,Ukraine,Finland,Ukraine,Júnior Moraes,80
3/28/2021,Ukraine,Finland,Finland,Teemu Pukki,89
3/29/2021,Cayman Islands,Canada,Canada,Frank Sturing,6
3/29/2021,Cayman Islands,Canada,Canada,Cyle Larin,13
3/29/2021,Cayman Islands,Canada,Canada,David Wotherspoon,25
3/29/2021,Cayman Islands,Canada,Canada,Alphonso Davies,27
3/29/2021,Cayman Islands,Canada,Canada,Mark-Anthony Kaye,32
3/29/2021,Cayman Islands,Canada,Canada,Alistair Johnston,44
3/29/2021,Cayman Islands,Canada,Canada,Mark-Anthony Kaye,63
3/29/2021,Cayman Islands,Canada,Canada,Lucas Cavallini,68
3/29/2021,Cayman Islands,Canada,Canada,Alphonso Davies,73
3/29/2021,Cayman Islands,Canada,Canada,Lucas Cavallini,74
3/29/2021,Cayman Islands,Canada,Canada,Lucas Cavallini,76
3/30/2021,Azerbaijan,Serbia,Serbia,Aleksandar Mitrović,16
3/30/2021,Azerbaijan,Serbia,Azerbaijan,Emin Mahmudov,59
3/30/2021,Azerbaijan,Serbia,Serbia,Aleksandar Mitrović,81
3/30/2021,Barbados,Anguilla,Barbados,Emile Saimovici,81
3/30/2021,Belgium,Belarus,Belgium,Michy Batshuayi,14
3/30/2021,Belgium,Belarus,Belgium,Hans Vanaken,17
3/30/2021,Belgium,Belarus,Belgium,Leandro Trossard,38
3/30/2021,Belgium,Belarus,Belgium,Jérémy Doku,42
3/30/2021,Belgium,Belarus,Belgium,Dennis Praet,49
3/30/2021,Belgium,Belarus,Belgium,Christian Benteke,70
3/30/2021,Belgium,Belarus,Belgium,Leandro Trossard,74
3/30/2021,Belgium,Belarus,Belgium,Hans Vanaken,89
3/30/2021,Belize,Turks and Caicos Islands,Belize,"Carlos Bernárdez",45
3/30/2021,Belize,Turks and Caicos Islands,Belize,Jesse August,47
3/30/2021,Belize,Turks and Caicos Islands,Belize,"Carlos Bernárdez",48
3/30/2021,Belize,Turks and Caicos Islands,Belize,Deshawon Nembhard,81
3/30/2021,Belize,Turks and Caicos Islands,Belize,Deon McCaulay,90
3/30/2021,Bermuda,Aruba,Bermuda,Kane Crichlow,36
3/30/2021,Bermuda,Aruba,Bermuda,Jaylon Bather,40
3/30/2021,Bermuda,Aruba,Bermuda,Dante Leverock,57
3/30/2021,Bermuda,Aruba,Bermuda,Knory Scott,64
3/30/2021,Bermuda,Aruba,Bermuda,Kane Crichlow,80
3/30/2021,Croatia,Malta,Croatia,"Ivan Perišić",62
3/30/2021,Croatia,Malta,Croatia,Luka Modrić,76
3/30/2021,Croatia,Malta,Croatia,Josip Brekalo,90
3/30/2021,Cyprus,Slovenia,Cyprus,Ioannis Pittas,42
3/30/2021,Gibraltar,Netherlands,Netherlands,Steven Berghuis,42
3/30/2021,Gibraltar,Netherlands,Netherlands,Luuk de Jong,55
3/30/2021,Gibraltar,Netherlands,Netherlands,Memphis Depay,61
3/30/2021,Gibraltar,Netherlands,Netherlands,Georginio Wijnaldum,62
3/30/2021,Gibraltar,Netherlands,Netherlands,Donyell Malen,64
3/30/2021,Gibraltar,Netherlands,Netherlands,Donny van de Beek,85
3/30/2021,Gibraltar,Netherlands,Netherlands,Memphis Depay,88
3/30/2021,Grenada,United States Virgin Islands,Grenada,Saydrel Lewis,33
3/30/2021,Guyana,Bahamas,Guyana,Terence Vancooten,8
3/30/2021,Guyana,Bahamas,Guyana,Kadell Daniel,54
3/30/2021,Guyana,Bahamas,Guyana,Omari Glasgow,75
3/30/2021,Guyana,Bahamas,Guyana,Emery Welshman,81
3/30/2021,Japan,Mongolia,Japan,Takumi Minamino,13
3/30/2021,Japan,Mongolia,Japan,Yuya Osako,23
3/30/2021,Japan,Mongolia,Japan,Daichi Kamada,26
3/30/2021,Japan,Mongolia,Japan,Hidemasa Morita,33
3/30/2021,Japan,Mongolia,Japan,Khash-Erdene Tuya,39
3/30/2021,Japan,Mongolia,Japan,Yuya Osako,55
3/30/2021,Japan,Mongolia,Japan,Sho Inagaki,68
3/30/2021,Japan,Mongolia,Japan,Junya Ito,73
3/30/2021,Japan,Mongolia,Japan,Kyogo Furuhashi,78
3/30/2021,Japan,Mongolia,Japan,Junya Ito,79
3/30/2021,Japan,Mongolia,Japan,Kyogo Furuhashi,87
3/30/2021,Japan,Mongolia,Japan,Yuya Osako,90
3/30/2021,Japan,Mongolia,Japan,Sho Inagaki,90
3/30/2021,Japan,Mongolia,Japan,Takuma Asano,90
3/30/2021,Luxembourg,Portugal,Luxembourg,Gerson Rodrigues,30
3/30/2021,Luxembourg,Portugal,Portugal,Diogo Jota,45
3/30/2021,Luxembourg,Portugal,Portugal,Cristiano Ronaldo,51
3/30/2021,Luxembourg,Portugal,Portugal,João Palhinha,80
3/30/2021,Montenegro,Norway,Norway,Alexander Sørloth,35
3/30/2021,Saint Vincent and the Grenadines,British Virgin Islands,Saint Vincent and the Grenadines,Oalex Anderson,10
3/30/2021,Saint Vincent and the Grenadines,British Virgin Islands,Saint Vincent and the Grenadines,Zidane Sam,20
3/30/2021,Saint Vincent and the Grenadines,British Virgin Islands,Saint Vincent and the Grenadines,Azinho Solomon,86
3/30/2021,Saudi Arabia,Palestine,Saudi Arabia,Yasser Al-Shahrani,37
3/30/2021,Saudi Arabia,Palestine,Saudi Arabia,Fahad Al-Muwallad,43
3/30/2021,Saudi Arabia,Palestine,Saudi Arabia,Saleh Al-Shehri,52
3/30/2021,Saudi Arabia,Palestine,Saudi Arabia,Saleh Al-Shehri,58
3/30/2021,Saudi Arabia,Palestine,Saudi Arabia,Salem Al-Dawsari,88
3/30/2021,Slovakia,Russia,Slovakia,Milan Škriniar,38
3/30/2021,Slovakia,Russia,Russia,"Mário Fernandes",71
3/30/2021,Slovakia,Russia,Slovakia,Róbert Mak,74
3/30/2021,Turkey,Latvia,Turkey,Kenan Karaman,2
3/30/2021,Turkey,Latvia,Turkey,Hakan Çalhanoğlu,33
3/30/2021,Turkey,Latvia,Latvia,Roberts Savaļnieks,35
3/30/2021,Turkey,Latvia,Turkey,Burak Yılmaz,52
3/30/2021,Turkey,Latvia,Latvia,Roberts Uldriķis,58
3/30/2021,Turkey,Latvia,Latvia,Dāvis Ikaunieks,79
3/30/2021,Wales,Czech Republic,Wales,Daniel James,82
3/31/2021,Andorra,Hungary,Hungary,Attila Fiola,45
3/31/2021,Andorra,Hungary,Hungary,"Dániel Gazdag",51
3/31/2021,Andorra,Hungary,Hungary,"László Kleinheisler",58
3/31/2021,Andorra,Hungary,Andorra,Marc Pujol,90
3/31/2021,Andorra,Hungary,Hungary,Loïc Négo,90
3/31/2021,Armenia,Romania,Armenia,Eduard Spertsyan,56
3/31/2021,Armenia,Romania,Romania,Alexandru Cicâldău,62
3/31/2021,Armenia,Romania,Romania,Alexandru Cicâldău,72
3/31/2021,Armenia,Romania,Armenia,Varazdat Haroyan,87
3/31/2021,Armenia,Romania,Armenia,Tigran Barseghyan,89
3/31/2021,Austria,Denmark,Denmark,Andreas Skov Olsen,58
3/31/2021,Austria,Denmark,Denmark,Joakim Mæhle,63
3/31/2021,Austria,Denmark,Denmark,Pierre-Emile Højbjerg,67
3/31/2021,Austria,Denmark,Denmark,Andreas Skov Olsen,74
3/31/2021,Bosnia and Herzegovina,France,France,Antoine Griezmann,60
3/31/2021,England,Poland,England,Harry Kane,19
3/31/2021,England,Poland,Poland,Jakub Moder,58
3/31/2021,England,Poland,England,Harry Maguire,85
3/31/2021,Germany,North Macedonia,North Macedonia,Goran Pandev,45
3/31/2021,Germany,North Macedonia,Germany,İlkay Gündoğan,63
3/31/2021,Germany,North Macedonia,North Macedonia,Elif Elmas,85
3/31/2021,Greece,Georgia,Greece,Otar Kakabadze,76
3/31/2021,Greece,Georgia,Georgia,Khvicha Kvaratskhelia,78
3/31/2021,Liechtenstein,Iceland,Iceland,"Birkir Már Sævarsson",12
3/31/2021,Liechtenstein,Iceland,Iceland,Birkir Bjarnason,45
3/31/2021,Liechtenstein,Iceland,Iceland,"Victor Pálsson",77
3/31/2021,Liechtenstein,Iceland,Liechtenstein,Yanik Frick,79
3/31/2021,Liechtenstein,Iceland,Iceland,"Rúnar Már Sigurjónsson",90
3/31/2021,Lithuania,Italy,Italy,Stefano Sensi,48
3/31/2021,Lithuania,Italy,Italy,Ciro Immobile,90
3/31/2021,Moldova,Israel,Moldova,Cătălin Carp,29
3/31/2021,Moldova,Israel,Israel,Eran Zahavi,45
3/31/2021,Moldova,Israel,Israel,Manor Solomon,57
3/31/2021,Moldova,Israel,Israel,Mu'nas Dabbur,64
3/31/2021,Moldova,Israel,Israel,Bibras Natcho,66
3/31/2021,San Marino,Albania,Albania,Rey Manaj,63
3/31/2021,San Marino,Albania,Albania,Myrto Uzuni,85
3/31/2021,Scotland,Faroe Islands,Scotland,John McGinn,7
3/31/2021,Scotland,Faroe Islands,Scotland,John McGinn,53
3/31/2021,Scotland,Faroe Islands,Scotland,Ché Adams,60
3/31/2021,Scotland,Faroe Islands,Scotland,Ryan Fraser,70
3/31/2021,Spain,Kosovo,Spain,Dani Olmo,34
3/31/2021,Spain,Kosovo,Spain,Ferran Torres,36
3/31/2021,Spain,Kosovo,Kosovo,Besar Halimi,70
3/31/2021,Spain,Kosovo,Spain,Gerard Moreno,75
3/31/2021,Ukraine,Kazakhstan,Ukraine,Roman Yaremchuk,20
3/31/2021,Ukraine,Kazakhstan,Kazakhstan,Serikzhan Muzhikov,59
5/28/2021,Japan,Myanmar,Japan,Takumi Minamino,8
5/28/2021,Japan,Myanmar,Japan,Yuya Osako,22
5/28/2021,Japan,Myanmar,Japan,Yuya Osako,30
5/28/2021,Japan,Myanmar,Japan,Yuya Osako,36
5/28/2021,Japan,Myanmar,Japan,Yuya Osako,49
5/28/2021,Japan,Myanmar,Japan,Hidemasa Morita,57
5/28/2021,Japan,Myanmar,Japan,Takumi Minamino,66
5/28/2021,Japan,Myanmar,Japan,Daichi Kamada,84
5/28/2021,Japan,Myanmar,Japan,Yuya Osako,88
5/28/2021,Japan,Myanmar,Japan,Ko Itakura,90
5/30/2021,China PR,Guam,China PR,Wu Lei,20
5/30/2021,China PR,Guam,China PR,Jin Jingdao,39
5/30/2021,China PR,Guam,China PR,Wu Lei,55
5/30/2021,China PR,Guam,China PR,Wu Xi,61
5/30/2021,China PR,Guam,China PR,Elkeson,65
5/30/2021,China PR,Guam,China PR,Alan Carvalho,83
5/30/2021,China PR,Guam,China PR,Alan Carvalho,87
6/1/2021,Lithuania,Estonia,Estonia,Henri Anier,59
6/2/2021,Cayman Islands,Aruba,Cayman Islands,Jonah Ebanks,30
6/2/2021,Cayman Islands,Aruba,Aruba,Joshua John,40
6/2/2021,Cayman Islands,Aruba,Aruba,Terence Groothusen,45
6/2/2021,Cayman Islands,Aruba,Aruba,Joshua John,75
6/2/2021,Cuba,British Virgin Islands,Cuba,Luis Paradela,33
6/2/2021,Cuba,British Virgin Islands,Cuba,"Onel Hernández",68
6/2/2021,Cuba,British Virgin Islands,Cuba,Maikel Reyes,76
6/2/2021,Cuba,British Virgin Islands,Cuba,Cavafe,80
6/2/2021,Cuba,British Virgin Islands,Cuba,Dairon Reyes,90
6/2/2021,Dominica,Anguilla,Dominica,Briel Thomas,3
6/2/2021,Dominica,Anguilla,Dominica,Chad Bertrand,34
6/2/2021,Dominica,Anguilla,Dominica,Julian Wade,42
6/2/2021,Montserrat,United States Virgin Islands,Montserrat,Nathan Pond,39
6/2/2021,Montserrat,United States Virgin Islands,Montserrat,Rohan Ince,60
6/2/2021,Montserrat,United States Virgin Islands,Montserrat,Adrian Clifton,66
6/2/2021,Montserrat,United States Virgin Islands,Montserrat,Adrian Clifton,83
6/2/2021,Puerto Rico,Bahamas,Puerto Rico,Gerald Díaz,3
6/2/2021,Puerto Rico,Bahamas,Puerto Rico,Ricardo Rivera,13
6/2/2021,Puerto Rico,Bahamas,Puerto Rico,Isaac Angking,31
6/2/2021,Puerto Rico,Bahamas,Puerto Rico,Ricardo Rivera,43
6/2/2021,Puerto Rico,Bahamas,Puerto Rico,Devin Vega,62
6/2/2021,Puerto Rico,Bahamas,Puerto Rico,Jaden Servania,66
6/2/2021,Puerto Rico,Bahamas,Puerto Rico,Lester Hayes III,90
6/3/2021,Argentina,Chile,Argentina,Lionel Messi,23
6/3/2021,Argentina,Chile,Chile,"Alexis Sánchez",36
6/3/2021,Bahrain,Cambodia,Bahrain,Kamil Al Aswad,8
6/3/2021,Bahrain,Cambodia,Bahrain,Mohamed Al-Romaihi,45
6/3/2021,Bahrain,Cambodia,Bahrain,Ali Madan,46
6/3/2021,Bahrain,Cambodia,Bahrain,Jasim Al-Shaikh,51
6/3/2021,Bahrain,Cambodia,Bahrain,Ali Madan,65
6/3/2021,Bahrain,Cambodia,Bahrain,Kamil Al Aswad,71
6/3/2021,Bahrain,Cambodia,Bahrain,Ismail Abdullatif,75
6/3/2021,Bahrain,Cambodia,Bahrain,Ismail Abdullatif,90
6/3/2021,Bangladesh,Afghanistan,Afghanistan,Amredin Sharifi,47
6/3/2021,Bangladesh,Afghanistan,Bangladesh,Topu Barman,83
6/3/2021,Bolivia,Venezuela,Bolivia,Marcelo Martins Moreno,5
6/3/2021,Bolivia,Venezuela,Venezuela,Jhon Chancellor,26
6/3/2021,Bolivia,Venezuela,Bolivia,Diego Bejarano,60
6/3/2021,Bolivia,Venezuela,Bolivia,Marcelo Martins Moreno,83
6/3/2021,Iran,Hong Kong,Iran,Ali Gholizadeh,23
6/3/2021,Iran,Hong Kong,Iran,Vahid Amiri,61
6/3/2021,Iran,Hong Kong,Iran,Karim Ansarifard,84
6/3/2021,Iran,Hong Kong,Hong Kong,Cheng Siu Kwan,85
6/3/2021,Kuwait,Australia,Australia,Mathew Leckie,1
6/3/2021,Kuwait,Australia,Australia,Jackson Irvine,24
6/3/2021,Kuwait,Australia,Australia,Ajdin Hrustic,66
6/3/2021,Nepal,Taiwan,Nepal,Anjan Bista,3
6/3/2021,Nepal,Taiwan,Nepal,Nawayug Shrestha,80
6/3/2021,Palestine,Singapore,Palestine,Tamer Seyam,19
6/3/2021,Palestine,Singapore,Palestine,Oday Dabbagh,23
6/3/2021,Palestine,Singapore,Palestine,Tamer Seyam,30
6/3/2021,Palestine,Singapore,Palestine,Yaser Hamed,85
6/3/2021,Peru,Colombia,Colombia,Yerry Mina,40
6/3/2021,Peru,Colombia,Colombia,Mateus Uribe,49
6/3/2021,Peru,Colombia,Colombia,Luis Díaz,55
6/3/2021,Qatar,India,Qatar,Abdulaziz Hatem,33
6/3/2021,Thailand,Indonesia,Thailand,Narubadin Weerawatnodom,5
6/3/2021,Thailand,Indonesia,Indonesia,I Kadek Agung Widnyana,39
6/3/2021,Thailand,Indonesia,Thailand,Adisak Kraisorn,50
6/3/2021,Thailand,Indonesia,Indonesia,Evan Dimas,60
6/3/2021,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,18
6/3/2021,United Arab Emirates,Malaysia,United Arab Emirates,"Fábio Virginio de Lima",83
6/3/2021,United Arab Emirates,Malaysia,United Arab Emirates,Ali Mabkhout,90
6/3/2021,United Arab Emirates,Malaysia,United Arab Emirates,"Fábio Virginio de Lima",90
6/4/2021,Antigua and Barbuda,Grenada,Antigua and Barbuda,Rhys Browne,20
6/4/2021,Brazil,Ecuador,Brazil,Richarlison,65
6/4/2021,Brazil,Ecuador,Brazil,Neymar,90
6/4/2021,Dominican Republic,Barbados,Barbados,Niall Reid-Stephen,42
6/4/2021,Dominican Republic,Barbados,Dominican Republic,Manny Rodríguez,90
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Darwin Lom,2
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Rudy Barrientos,12
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Oscar Santis,16
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,"Moisés Hernández",33
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Gerardo Gordillo,41
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Luis Martínez,52
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Robin Betancourth,66
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Marvin Ceballos,79
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,Jorge Estuardo Vargas,85
6/4/2021,Guatemala,Saint Vincent and the Grenadines,Guatemala,John Méndez,89
6/4/2021,Latvia,Lithuania,Latvia,Markas Beneta,37
6/4/2021,Latvia,Lithuania,Lithuania,Paulius Golubickas,67
6/4/2021,Latvia,Lithuania,Latvia,Eduards Emsis,69
6/4/2021,Latvia,Lithuania,Latvia,Roberts Uldriķis,85
6/4/2021,Maldives,Syria,Syria,Mahmoud Al-Mawas,29
6/4/2021,Maldives,Syria,Syria,Aias Aosman,33
6/4/2021,Maldives,Syria,Syria,Mahmoud Al-Mawas,45
